name,experience,salary,region
Data Science Engineer,От 1 года до 3 лет,Не указана,Москва
Инженер (веб-разработчик),Нет опыта,90000 RUR,Белгород
Python-разработчик,От 3 до 6 лет,Не указана,Москва
Технический руководитель направления,Более 6 лет,Не указана,Москва
Python Developer,От 1 года до 3 лет,90000 RUR,Новосибирск
Python разработчик,От 1 года до 3 лет,Не указана,Москва
Разработчик Python,От 3 до 6 лет,Не указана,Москва
Инженер качества данных,От 1 года до 3 лет,Не указана,Санкт-Петербург
Администратор AD / DNS,От 1 года до 3 лет,Не указана,Уфа
Database Developer (Разработчик баз данных),От 3 до 6 лет,200000 RUR,Москва
Специалист по внедрению и сопровождению ПО,От 1 года до 3 лет,None RUR,Челябинск
Специалист технической поддержки (python),От 1 года до 3 лет,None RUR,Москва
"Аналитик данных, Аналитика поиска",От 3 до 6 лет,Не указана,Москва
Разработчик поддержки C# (web),От 1 года до 3 лет,60000 RUR,Новосибирск
Python Developer (Удалённо),Более 6 лет,250000 RUR,Санкт-Петербург
Python разработчик,От 3 до 6 лет,Не указана,Воронеж
Маркетинговый аналитик,От 1 года до 3 лет,Не указана,Санкт-Петербург
Разработчик C/C++,От 1 года до 3 лет,130000 RUR,Санкт-Петербург
Python developer,От 3 до 6 лет,Не указана,Москва
Python разработчик,От 1 года до 3 лет,Не указана,Москва
Продуктовый аналитик,От 1 года до 3 лет,Не указана,Москва
QA Automation,От 1 года до 3 лет,Не указана,Москва
Python-разработчик,От 3 до 6 лет,None RUR,Москва
Data Engineer,От 3 до 6 лет,Не указана,Москва
Разработчик C++,Более 6 лет,170000 RUR,Нижний Новгород
QA Lead,От 1 года до 3 лет,Не указана,Москва
Senior java developer,Более 6 лет,Не указана,Москва
ML Engineer,От 1 года до 3 лет,90000 RUR,Новосибирск
Разработчик витрин данных Oracle DWH(удаленно),От 1 года до 3 лет,Не указана,Санкт-Петербург
Аналитик данных (Content),От 1 года до 3 лет,Не указана,Москва
"Senior back-end developer (GoLang, .NET Core, High-Load)",Более 6 лет,6500 USD,Москва
Разработчик ETL,От 3 до 6 лет,250000 RUR,Москва
Пентестер веб приложений,От 1 года до 3 лет,Не указана,Казань
Python-developer,От 1 года до 3 лет,150000 RUR,Екатеринбург
Python-разработчик для парсинга данных в реальном времени,От 3 до 6 лет,100000 RUR,Москва
Инженер сопровождения омниканальной платформы,От 3 до 6 лет,Не указана,Москва
"C++ разработчик (middle, middle+, senior)",От 3 до 6 лет,Не указана,Москва
"Python developer (SberDevices, GigaChat)",От 3 до 6 лет,Не указана,Москва
Python разработчик (Аналитик BI),От 1 года до 3 лет,60000 RUR,Чебоксары
